user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,llm_context_precision_with_reference,context_recall
What technologies were used in the performance optimization project?,"['Section: #Projects\n##Fiverr Design System (Fiverr) Led development of a shared component library used by 80+ frontend engineers. Built with React, TypeScript, and Storybook. Includes 60+ accessible components with automated visual regression testing via Chromatic. Reduced UI development time by 40%.\n\n##Real-time Collaborative Editor (Fiverr) Built a collaborative editing feature for gig descriptions using WebSockets, CRDT algorithms (Yjs), and React. Supports concurrent editing by multiple sellers with conflict resolution and presence indicators. Technologies: React, TypeScript, Yjs, WebSockets, Node.js.\n\n##Web Performance Optimization Suite (Fiverr) Developed an internal performance monitoring and optimization toolkit. Automated Core Web Vitals tracking, bundle analysis, and performance regression detection in CI. Improved LCP by 40% and reduced bundle size by 35%.', 'Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', ""Section: #Work Experience\n##Frontend Engineer — Fiverr June 2022 – Present | Tel Aviv, Israel\n\nBuilding high\n\nperformance React applications for Fiverr's marketplace serving 4M+ monthly active users.\n\nLeading the design system team, maintaining a shared component library used by 80+ frontend engineers.\n\nImproved Largest Contentful Paint (LCP) by 40% through code splitting, lazy loading, and image optimization.\n\nImplemented WCAG 2.1 AA accessibility standards across 20+ product surfaces, achieving full compliance audit pass.\n\nBuilt a real\n\ntime collaborative editing feature for gig descriptions using WebSockets and CRDT algorithms.\n\nReduced JavaScript bundle size by 35% through tree shaking, dynamic imports, and dependency audit.\n\nDeveloped A/B testing framework enabling product teams to run 50+ experiments concurrently.\n\nMentored 3 junior frontend developers through code reviews and pair programming sessions.\n\n##Junior Frontend Developer — Wix.com January 2022 – May 2022 | Tel Aviv, Israel"", 'Section: #Projects\n##Open-Source: ReactA11y Hooks Created an open-source library of React hooks for common accessibility patterns (focus management, keyboard navigation, live regions, screen reader announcements). 300+ stars on GitHub. Technologies: React, TypeScript.\n\n##Academic Capstone: AccessiCheck Built an AI-powered accessibility audit tool that crawls websites and generates WCAG 2.1 compliance reports with actionable auto-fix suggestions using NLP. Technologies: Python, React, Playwright, GPT API. Grade: 95/100.', 'Section: #Overview\nThe Fiverr Design System is a shared component library used by 80+ frontend engineers across 20+ product surfaces. Built with React, TypeScript, and Storybook, it provides 60+ accessible components with automated visual regression testing and comprehensive documentation.']","The **Web Performance Optimization Suite** project at Fiverr utilized the following technologies:  
- **React** and **TypeScript** for building the toolkit.  
- **CI/CD pipelines** for automated performance regression detection.  
- **Core Web Vitals tracking** (LCP, FID, CLS) for performance monitoring.  
- **Bundle analysis tools** (e.g., Webpack) for optimizing JavaScript delivery.  

Additional performance-focused techniques included **code splitting**, **lazy loading**, **image optimization**, **tree shaking**, and **dynamic imports** to reduce bundle size and improve load times.","Code splitting, lazy loading, tree shaking, dynamic imports, Core Web Vitals tracking, and CI-integrated bundle analysis.",1.0,0.8532197642840987,0.8333333332916666,1.0
What is the candidate's most significant project?,"[""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms."", 'Section: #Interests\nContributing to accessibility\n\nfocused open\n\nsource projects\n\nSpeaking at frontend meetups (React Israel, CSS Day)\n\nDigital illustration and generative art with p5.js\n\nYoga and indoor climbing', ""Section: #Education\n##Bachelor of Science in Computer Science — Reichman University (IDC Herzliya) 2018 – 2022 | GPA: 91/100\n\nRelevant coursework: Web Technologies, UI/UX Design, Algorithms, Data Structures, Human\n\nComputer Interaction, Mobile Development, Software Engineering.\n\nCapstone Project: AccessiCheck — an AI\n\npowered web accessibility audit tool that crawls websites and generates WCAG compliance reports with auto\n\nfix suggestions. Grade: 95/100.\n\nDean's List: 2020, 2021.\n\nPresident of the Web Development Club (2020\n\n2022)."", 'Section: Letter of Recommendation — Maya Chen\nMaya is a natural mentor and community builder. She regularly mentors junior developers, speaks at frontend meetups, and contributes to open-source accessibility tools. Her ReactA11y Hooks library has gained 300+ stars on GitHub and is used by teams outside Fiverr.\n\nI strongly recommend Maya for a senior frontend engineering role. She combines deep technical expertise with a passion for accessible, performant web experiences and genuine leadership ability.\n\nSincerely,', 'Section: #Projects\n##Fiverr Design System (Fiverr) Led development of a shared component library used by 80+ frontend engineers. Built with React, TypeScript, and Storybook. Includes 60+ accessible components with automated visual regression testing via Chromatic. Reduced UI development time by 40%.\n\n##Real-time Collaborative Editor (Fiverr) Built a collaborative editing feature for gig descriptions using WebSockets, CRDT algorithms (Yjs), and React. Supports concurrent editing by multiple sellers with conflict resolution and presence indicators. Technologies: React, TypeScript, Yjs, WebSockets, Node.js.\n\n##Web Performance Optimization Suite (Fiverr) Developed an internal performance monitoring and optimization toolkit. Automated Core Web Vitals tracking, bundle analysis, and performance regression detection in CI. Improved LCP by 40% and reduced bundle size by 35%.']","The candidate's most significant project is the **Fiverr Design System**. Maya led the development of a shared component library used by 80+ frontend engineers, incorporating 60+ accessible components built with React, TypeScript, and Storybook. This initiative reduced UI development time by 40% and included automated visual regression testing via Chromatic. Her work achieved full WCAG 2.1 AA compliance across 20+ product surfaces, significantly enhancing accessibility and development efficiency.","The Fiverr Design System used by 80+ engineers with 60+ accessible components reducing UI development time by 40%, or the web performance work improving LCP by 40% for 4M+ users.",0.8571428571428571,0.9699865317507879,0.699999999965,1.0
Has the candidate contributed to open-source projects?,"['Section: #Interests\nContributing to accessibility\n\nfocused open\n\nsource projects\n\nSpeaking at frontend meetups (React Israel, CSS Day)\n\nDigital illustration and generative art with p5.js\n\nYoga and indoor climbing', 'Section: Letter of Recommendation — Maya Chen\nMaya is a natural mentor and community builder. She regularly mentors junior developers, speaks at frontend meetups, and contributes to open-source accessibility tools. Her ReactA11y Hooks library has gained 300+ stars on GitHub and is used by teams outside Fiverr.\n\nI strongly recommend Maya for a senior frontend engineering role. She combines deep technical expertise with a passion for accessible, performant web experiences and genuine leadership ability.\n\nSincerely,', 'Section: #Projects\n##Open-Source: ReactA11y Hooks Created an open-source library of React hooks for common accessibility patterns (focus management, keyboard navigation, live regions, screen reader announcements). 300+ stars on GitHub. Technologies: React, TypeScript.\n\n##Academic Capstone: AccessiCheck Built an AI-powered accessibility audit tool that crawls websites and generates WCAG 2.1 compliance reports with actionable auto-fix suggestions using NLP. Technologies: Python, React, Playwright, GPT API. Grade: 95/100.', 'Section: #Contributing\nFollow the contribution guide in CONTRIBUTING.md. All components must include accessibility tests, Storybook stories, and TypeScript types.', ""Section: #Work Experience\n##Junior Frontend Developer — Wix.com January 2022 – May 2022 | Tel Aviv, Israel\n\nDeveloped responsive UI components for Wix's template marketplace using React and Styled Components.\n\nBuilt interactive data visualization dashboards with D3.js for the analytics product.\n\nImplemented micro\n\nfrontend architecture for the Wix App Market using Module Federation.\n\nContributed to the Wix Design System, creating 10+ reusable accessible components.\n\nParticipated in design sprints and user research sessions with UX team.\n\nWrote comprehensive unit and integration tests with Jest and React Testing Library.""]","Yes, the candidate has contributed to open-source projects. Notable contributions include:

1. **ReactA11y Hooks** - Developed an open-source React library for accessibility patterns (focus management, keyboard navigation, etc.), gaining 300+ GitHub stars.
2. **Wix Design System** - Created 10+ reusable accessible components as part of the Wix App Market's Module Federation architecture.
3. **Accessibility Tools** - Collaborated on open-source accessibility initiatives, as highlighted in the Letter of Recommendation.

These contributions emphasize the candidate's expertise in accessible web development and open-source collaboration.","Yes, Maya created ReactA11y Hooks, an open-source library of React hooks for accessibility patterns (focus management, keyboard navigation, live regions). It has 300+ stars on GitHub.",1.0,0.9694263142661369,0.94999999997625,1.0
What systems has the candidate built?,"['Section: #Overview\nThe Fiverr Design System is a shared component library used by 80+ frontend engineers across 20+ product surfaces. Built with React, TypeScript, and Storybook, it provides 60+ accessible components with automated visual regression testing and comprehensive documentation.', 'Section: #Projects\n##Fiverr Design System (Fiverr) Led development of a shared component library used by 80+ frontend engineers. Built with React, TypeScript, and Storybook. Includes 60+ accessible components with automated visual regression testing via Chromatic. Reduced UI development time by 40%.\n\n##Real-time Collaborative Editor (Fiverr) Built a collaborative editing feature for gig descriptions using WebSockets, CRDT algorithms (Yjs), and React. Supports concurrent editing by multiple sellers with conflict resolution and presence indicators. Technologies: React, TypeScript, Yjs, WebSockets, Node.js.\n\n##Web Performance Optimization Suite (Fiverr) Developed an internal performance monitoring and optimization toolkit. Automated Core Web Vitals tracking, bundle analysis, and performance regression detection in CI. Improved LCP by 40% and reduced bundle size by 35%.', ""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms."", 'Section: #Architecture\nThe system uses a monorepo architecture with Turborepo, organizing components into three tiers: Primitives (atoms like Button, Input, Typography), Composites (molecules like SearchBar, Card, Modal), and Patterns (organisms like Navigation, DataTable, FormWizard). Each component follows the Compound Component pattern for maximum flexibility.', ""Section: #Work Experience\n##Junior Frontend Developer — Wix.com January 2022 – May 2022 | Tel Aviv, Israel\n\nDeveloped responsive UI components for Wix's template marketplace using React and Styled Components.\n\nBuilt interactive data visualization dashboards with D3.js for the analytics product.\n\nImplemented micro\n\nfrontend architecture for the Wix App Market using Module Federation.\n\nContributed to the Wix Design System, creating 10+ reusable accessible components.\n\nParticipated in design sprints and user research sessions with UX team.\n\nWrote comprehensive unit and integration tests with Jest and React Testing Library.""]","The candidate has built several key systems and tools, including:  

1. **Fiverr Design System**  
   - A shared component library used by 80+ frontend engineers.  
   - Built with **React, TypeScript, and Storybook**, featuring 60+ accessible components.  
   - Includes automated visual regression testing (Chromatic) and comprehensive documentation.  
   - Reduced UI development time by 40% and achieved WCAG 2.1 AA compliance across 20+ product surfaces.  

2. **Real-time Collaborative Editor**  
   - Enabled concurrent editing for gig descriptions using **WebSockets, Yjs (CRDT algorithms), React, and Node.js**.  
   - Features conflict resolution, presence indicators, and real-time collaboration for multiple users.  

3. **Web Performance Optimization Suite**  
   - An internal toolkit for monitoring and optimizing performance.  
   - Automated Core Web Vitals tracking, bundle analysis, and CI-based regression detection.  
   - Improved **LCP by 40%** and reduced JavaScript bundle size by 35%.  

4. **Wix Design System Contributions**  
   - Developed 10+ reusable, accessible components as part of Wix's design system.  
   - Worked on microfrontend architecture and data visualization dashboards (D3.js).  

These systems highlight expertise in frontend engineering, performance optimization, and collaborative tools.","Design system with 60+ components for 80+ engineers, real-time collaborative editor with CRDT, web performance optimization toolkit, A/B testing framework for 50+ concurrent experiments, and ReactA11y Hooks library.",1.0,0.9482361594118233,0.5833333333041666,0.6
Does the candidate have web performance experience?,"['Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', ""Section: #Work Experience\n##Frontend Engineer — Fiverr June 2022 – Present | Tel Aviv, Israel\n\nBuilding high\n\nperformance React applications for Fiverr's marketplace serving 4M+ monthly active users.\n\nLeading the design system team, maintaining a shared component library used by 80+ frontend engineers.\n\nImproved Largest Contentful Paint (LCP) by 40% through code splitting, lazy loading, and image optimization.\n\nImplemented WCAG 2.1 AA accessibility standards across 20+ product surfaces, achieving full compliance audit pass.\n\nBuilt a real\n\ntime collaborative editing feature for gig descriptions using WebSockets and CRDT algorithms.\n\nReduced JavaScript bundle size by 35% through tree shaking, dynamic imports, and dependency audit.\n\nDeveloped A/B testing framework enabling product teams to run 50+ experiments concurrently.\n\nMentored 3 junior frontend developers through code reviews and pair programming sessions.\n\n##Junior Frontend Developer — Wix.com January 2022 – May 2022 | Tel Aviv, Israel"", ""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms."", 'Section: #Projects\n##Fiverr Design System (Fiverr) Led development of a shared component library used by 80+ frontend engineers. Built with React, TypeScript, and Storybook. Includes 60+ accessible components with automated visual regression testing via Chromatic. Reduced UI development time by 40%.\n\n##Real-time Collaborative Editor (Fiverr) Built a collaborative editing feature for gig descriptions using WebSockets, CRDT algorithms (Yjs), and React. Supports concurrent editing by multiple sellers with conflict resolution and presence indicators. Technologies: React, TypeScript, Yjs, WebSockets, Node.js.\n\n##Web Performance Optimization Suite (Fiverr) Developed an internal performance monitoring and optimization toolkit. Automated Core Web Vitals tracking, bundle analysis, and performance regression detection in CI. Improved LCP by 40% and reduced bundle size by 35%.', 'Section: Letter of Recommendation — Maya Chen\nMaya is a natural mentor and community builder. She regularly mentors junior developers, speaks at frontend meetups, and contributes to open-source accessibility tools. Her ReactA11y Hooks library has gained 300+ stars on GitHub and is used by teams outside Fiverr.\n\nI strongly recommend Maya for a senior frontend engineering role. She combines deep technical expertise with a passion for accessible, performant web experiences and genuine leadership ability.\n\nSincerely,']","The candidate has substantial web performance experience, including:  
- **Improving Largest Contentful Paint (LCP)** by 40% through code splitting, lazy loading, and image optimization.  
- **Reducing JavaScript bundle size** by 35% via tree shaking, dynamic imports, and dependency audits.  
- Building a **web performance optimization toolkit** that automated Core Web Vitals tracking and performance regression detection.  
- Directly impacting user experience for 4M+ monthly active users through performance enhancements.  

These achievements are detailed in their work experience, projects, and letters of recommendation.","Yes, Maya improved LCP by 40%, reduced bundle size by 35%, and built an internal performance monitoring toolkit with automated Core Web Vitals tracking and regression detection in CI.",1.0,0.8457923072374304,0.99999999998,1.0
Has the candidate worked on real-time applications?,"[""The candidate's full name and role are not specified in the provided document. Education details, years of professional experience, technical skills, and domain expertise are also absent. The document describes the Fiverr Design System, a React/TypeScript component library with 60+ accessible components, monorepo architecture, and tools like Storybook, Turborepo, and Chromatic. Key achievements include 40% reduced UI development time, WCAG 2.1 AA compliance, and a scalable component tier structure (Primitives, Composites, Patterns). Notable projects involve building a shared UI library for 80+ frontend engineers across 20+ product surfaces."", 'Maya Chen, a senior frontend engineer at Fiverr, has 3 years of professional experience. She holds a BSc in Computer Science from the University of Toronto (2022). Her technical expertise includes React, accessibility standards (WCAG 2.1 AA), web performance optimization, and CRDT algorithms. Notably, she led a design system initiative, creating a component library used by 80+ engineers, reducing UI development time by 40% and achieving full WCAG compliance across 20+ product surfaces. Her work also improved Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, impacting 4M+ monthly active users.', 'Maya Chen is a Frontend Engineer with 3 years of professional experience. She holds a Bachelor of Science in Computer Science from Reichman University (IDC Herzliya), graduating in 2022 with a GPA of 91/100. Her technical expertise includes React, TypeScript, design systems, web performance optimization, accessibility (WCAG 2.1 AA), and DevOps tools like Docker, AWS, and Vercel. Notably, she improved Largest Contentful Paint (LCP) by 40% at Fiverr through code splitting and image optimization, while also developing a real-time collaborative editing feature using WebSockets and CRDT algorithms. Her capstone project, AccessiCheck, is an AI-powered web accessibility audit tool with a 95/100 grade.']","Yes, the candidate has experience with real-time applications. Maya Chen developed a real-time collaborative editing feature using WebSockets and CRDT (Conflict-Free Replicated Data Type) algorithms, demonstrating expertise in real-time application development.","Yes, Maya built a real-time collaborative editing feature using WebSockets and CRDT algorithms (Yjs) with concurrent editing support and presence indicators.",1.0,0.9328878908016036,0.5833333333041666,1.0
What is the scale of systems the candidate has worked with?,"['Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', ""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms."", 'Section: #Overview\nThe Fiverr Design System is a shared component library used by 80+ frontend engineers across 20+ product surfaces. Built with React, TypeScript, and Storybook, it provides 60+ accessible components with automated visual regression testing and comprehensive documentation.', 'Section: system\n```', 'Section: #Projects\n##Fiverr Design System (Fiverr) Led development of a shared component library used by 80+ frontend engineers. Built with React, TypeScript, and Storybook. Includes 60+ accessible components with automated visual regression testing via Chromatic. Reduced UI development time by 40%.\n\n##Real-time Collaborative Editor (Fiverr) Built a collaborative editing feature for gig descriptions using WebSockets, CRDT algorithms (Yjs), and React. Supports concurrent editing by multiple sellers with conflict resolution and presence indicators. Technologies: React, TypeScript, Yjs, WebSockets, Node.js.\n\n##Web Performance Optimization Suite (Fiverr) Developed an internal performance monitoring and optimization toolkit. Automated Core Web Vitals tracking, bundle analysis, and performance regression detection in CI. Improved LCP by 40% and reduced bundle size by 35%.']","The candidate has worked with systems at significant scale, including:

1. **User Scale**: Improved performance metrics for **4M+ monthly active users** through web performance optimization initiatives.
2. **Product Coverage**: Developed a design system used across **20+ product surfaces** and by **80+ frontend engineers** at Fiverr.
3. **Real-Time Collaboration**: Built a collaborative editor supporting **concurrent editing by multiple sellers** with conflict resolution and presence indicators.
4. **Technical Scale**: Implemented solutions for large-scale web applications using **React, TypeScript, WebSockets, and Node.js**, with systems impacting **enterprise-level product surfaces** and **cross-functional teams**.

These projects demonstrate experience with systems serving millions of users, enterprise-grade product ecosystems, and team-wide tooling.","Maya works on Fiverr's marketplace serving 4M+ monthly active users, maintains a design system used by 80+ engineers, and built an A/B testing framework supporting 50+ concurrent experiments.",1.0,0.9175691622238289,0.99999999998,0.6666666666666666
What certifications does the candidate have?,"['Section: #Certifications\n1. Google Professional Cloud Developer (March 2024, Google Cloud) 2. Web Accessibility Specialist (WAS) (November 2023, IAAP) 3. Meta Frontend Developer Professional Certificate (June 2022, Meta via Coursera)', ""Section: #Education\n##Bachelor of Science in Computer Science — Reichman University (IDC Herzliya) 2018 – 2022 | GPA: 91/100\n\nRelevant coursework: Web Technologies, UI/UX Design, Algorithms, Data Structures, Human\n\nComputer Interaction, Mobile Development, Software Engineering.\n\nCapstone Project: AccessiCheck — an AI\n\npowered web accessibility audit tool that crawls websites and generates WCAG compliance reports with auto\n\nfix suggestions. Grade: 95/100.\n\nDean's List: 2020, 2021.\n\nPresident of the Web Development Club (2020\n\n2022)."", 'Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', ""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms."", ""Section: #Work Experience\n##Frontend Engineer — Fiverr June 2022 – Present | Tel Aviv, Israel\n\nBuilding high\n\nperformance React applications for Fiverr's marketplace serving 4M+ monthly active users.\n\nLeading the design system team, maintaining a shared component library used by 80+ frontend engineers.\n\nImproved Largest Contentful Paint (LCP) by 40% through code splitting, lazy loading, and image optimization.\n\nImplemented WCAG 2.1 AA accessibility standards across 20+ product surfaces, achieving full compliance audit pass.\n\nBuilt a real\n\ntime collaborative editing feature for gig descriptions using WebSockets and CRDT algorithms.\n\nReduced JavaScript bundle size by 35% through tree shaking, dynamic imports, and dependency audit.\n\nDeveloped A/B testing framework enabling product teams to run 50+ experiments concurrently.\n\nMentored 3 junior frontend developers through code reviews and pair programming sessions.\n\n##Junior Frontend Developer — Wix.com January 2022 – May 2022 | Tel Aviv, Israel""]","The candidate holds the following certifications:  
1. **Google Professional Cloud Developer** (March 2024, Google Cloud)  
2. **Web Accessibility Specialist (WAS)** (November 2023, IAAP)  
3. **Meta Frontend Developer Professional Certificate** (June 2022, Meta via Coursera)","Google Professional Cloud Developer (March 2024), Web Accessibility Specialist — WAS (November 2023, IAAP), and Meta Frontend Developer Professional Certificate (June 2022).",1.0,0.9810183948757469,0.9999999999,1.0
Does the candidate have a Google Cloud certification?,"['Section: #Certifications\n1. Google Professional Cloud Developer (March 2024, Google Cloud) 2. Web Accessibility Specialist (WAS) (November 2023, IAAP) 3. Meta Frontend Developer Professional Certificate (June 2022, Meta via Coursera)', ""Section: #Education\n##Bachelor of Science in Computer Science — Reichman University (IDC Herzliya) 2018 – 2022 | GPA: 91/100\n\nRelevant coursework: Web Technologies, UI/UX Design, Algorithms, Data Structures, Human\n\nComputer Interaction, Mobile Development, Software Engineering.\n\nCapstone Project: AccessiCheck — an AI\n\npowered web accessibility audit tool that crawls websites and generates WCAG compliance reports with auto\n\nfix suggestions. Grade: 95/100.\n\nDean's List: 2020, 2021.\n\nPresident of the Web Development Club (2020\n\n2022)."", 'Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', 'Section: Databases: PostgreSQL, MongoDB, Redis\nDevOps: Docker, GitHub Actions, Vercel, Netlify, AWS (S3, CloudFront, Lambda)', ""Section: Letter of Recommendation — Maya Chen\nFrom: Lior Barak, Frontend Team Lead at Fiverr Date: May 25, 2026\n\nTo Whom It May Concern,\n\nI am delighted to recommend Maya Chen, who has been an exceptional member of our frontend engineering team at Fiverr for the past three years. Maya joined us straight from university and has rapidly become one of our most impactful engineers.\n\nMaya's standout achievement has been leading our design system initiative. She built and maintains a component library used by 80+ engineers, with 60+ accessible components that have reduced UI development time by 40%. Her deep knowledge of accessibility standards led to our marketplace achieving full WCAG 2.1 AA compliance across 20+ product surfaces.\n\nHer work on web performance has been equally impressive. Maya improved our Largest Contentful Paint by 40% and reduced JavaScript bundle size by 35%, directly impacting user experience for 4M+ monthly active users. She also built our real-time collaborative editor using cutting-edge CRDT algorithms.""]","Yes, the candidate holds the **Google Professional Cloud Developer** certification, issued by Google Cloud, as listed in their certifications section.","Yes, Maya holds the Google Professional Cloud Developer certification, obtained in March 2024.",1.0,0.9392960871099296,0.9999999999,1.0
Does the candidate have an accessibility certification?,"['Section: #Certifications\n1. Google Professional Cloud Developer (March 2024, Google Cloud) 2. Web Accessibility Specialist (WAS) (November 2023, IAAP) 3. Meta Frontend Developer Professional Certificate (June 2022, Meta via Coursera)', ""Section: #Education\n##Bachelor of Science in Computer Science — Reichman University (IDC Herzliya) 2018 – 2022 | GPA: 91/100\n\nRelevant coursework: Web Technologies, UI/UX Design, Algorithms, Data Structures, Human\n\nComputer Interaction, Mobile Development, Software Engineering.\n\nCapstone Project: AccessiCheck — an AI\n\npowered web accessibility audit tool that crawls websites and generates WCAG compliance reports with auto\n\nfix suggestions. Grade: 95/100.\n\nDean's List: 2020, 2021.\n\nPresident of the Web Development Club (2020\n\n2022)."", 'Section: #Contributing\nFollow the contribution guide in CONTRIBUTING.md. All components must include accessibility tests, Storybook stories, and TypeScript types.', 'Section: #Summary\nFrontend Engineer with 3 years of experience building performant, accessible web applications at scale. Specialized in React, TypeScript, and design systems. Passionate about web performance optimization, component-driven architecture, and inclusive design. Track record of improving Core Web Vitals and delivering pixel-perfect UIs in fast-paced product environments.', 'Section: Letter of Recommendation — Maya Chen\nMaya is a natural mentor and community builder. She regularly mentors junior developers, speaks at frontend meetups, and contributes to open-source accessibility tools. Her ReactA11y Hooks library has gained 300+ stars on GitHub and is used by teams outside Fiverr.\n\nI strongly recommend Maya for a senior frontend engineering role. She combines deep technical expertise with a passion for accessible, performant web experiences and genuine leadership ability.\n\nSincerely,']","Yes, the candidate holds the **Web Accessibility Specialist (WAS)** certification from the **International Association of Accessibility Professionals (IAAP)**, awarded in November 2023. This is explicitly listed in the #Certifications section of their documents.","Yes, Maya holds the Web Accessibility Specialist (WAS) certification from IAAP, obtained in November 2023.",1.0,0.8289981810112858,0.699999999965,1.0
